-0.150405594,2,12,9,-0.011782772,-0.007756355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,282,0,0,0,0,1,0,0,255,254,1,0.01,0,0,0,0,0,0,1,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,215,0.84,0.02,0.84,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,107,13,0.12,0.07000000000000001,0.12,0,0.02,0,0.59,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,201,0.79,0.02,0.79,0,0,0,0.02,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,202,0.79,0.02,0.79,0,0,0,0.15,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,211,66,0.31,0.01,0.31,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,223,78,0.35,0.01,0.35,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,52,0.2,0.21,0.2,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,510,0,0,0,0,1,0,0,255,46,0.18,0.04,0.18,0,0.24,0,0.02,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,130,36,0.28,0.05,0.28,0,0.02,0,0.48,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,167,0.65,0.02,0.65,0,0,0,0.25,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,188,94,0.5,0.04,0.5,0,0.01,0,0.34,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,398,0,0,0,0,1,0,0,255,255,1,0,1,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,240,95,0.4,0.01,0.4,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,192,0.75,0.02,0.75,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,510,0,0,0,0,1,0,0,255,129,0.51,0.04,0.51,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,178,0.7,0.01,0.7,0,0,0,0,0,2,3
-0.150405594,0,15,9,-0.011687073,-0.007767099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511,511,0,0,0,0,1,0,0,255,163,0.64,0.03,0.64,0,0,0,0,0,2,3
